instance,shape,size,name,dtype
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogX,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogY,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/height,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjSigma,float64
Dataset,"(1600,)",1600,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjection,float64
Dataset,"(1200, 1600)",1920000,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageRawData,int16
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageTimeStamp,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityAvg,float64
Dataset,"(1000,)",1000,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityHistogram,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityRMS,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensitySigma,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/pixelSize,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjSigma,float64
Dataset,"(1200,)",1200,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjection,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/width,int32
Group,,,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/delayTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/exposureTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/gain,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/triggerMode,|S2
Group,,,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07,
Group,,,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamIntensity,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamSize,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/cogX,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/cogY,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/height,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjSigma,float64
Dataset,"(1600,)",1600,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjection,float64
Dataset,"(1200, 1600)",1920000,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/imageRawData,int16
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/imageTimeStamp,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityAvg,float64
Dataset,"(1000,)",1000,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityHistogram,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityRMS,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensitySigma,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/pixelSize,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjSigma,float64
Dataset,"(1200,)",1200,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjection,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/width,int32
Group,,,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/delayTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/exposureTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/gain,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/triggerMode,|S2
Group,,,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11,
Group,,,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamIntensity,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamSize,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogX,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogY,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/height,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjSigma,float64
Dataset,"(1280,)",1280,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjection,float64
Dataset,"(960, 1280)",1228800,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageRawData,int16
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageTimeStamp,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityAvg,float64
Dataset,"(1000,)",1000,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityHistogram,int32
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityRMS,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensitySigma,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/pixelSize,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjAmp,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjAvg,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjSigma,float64
Dataset,"(960,)",960,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjection,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/width,int32
Group,,,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/delayTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/exposureTime,float64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/gain,int64
Dataset,"(1,)",1,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/triggerMode,|S2
Group,,,/AwakeEventData/BPM.AWAKE.TT41,
Group,,,/AwakeEventData/BPM.AWAKE.TT41/Acquisition,
Dataset,"(32,)",32,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/bpmNames,|S15
Dataset,"(1,)",1,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/dynDestination,|S5
Dataset,"(0,)",0,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/horPosOk,error
Dataset,"(32,)",32,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/horPosition,float32
Dataset,"(1,)",1,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/nbOfBpms,int16
Dataset,"(0,)",0,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/verPosOk,error
Dataset,"(32,)",32,/AwakeEventData/BPM.AWAKE.TT41/Acquisition/verPosition,float32
Group,,,/AwakeEventData/BTV.TT41.412354_FILTER,
Group,,,/AwakeEventData/BTV.TT41.412354_FILTER/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412354_FILTER/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412426_FWHEEL,
Group,,,/AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412426_MASK_H,
Group,,,/AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412426_MASK_V,
Group,,,/AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412442_FWHEEL,
Group,,,/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412442_MASK_H,
Group,,,/AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition/position,int32
Group,,,/AwakeEventData/BTV.TT41.412442_MASK_V,
Group,,,/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition/position,int32
Group,,,/AwakeEventData/EMETER02,
Group,,,/AwakeEventData/EMETER02/Acq,
Dataset,(),1,/AwakeEventData/EMETER02/Acq/outOfRange,bool
Dataset,"(1,)",1,/AwakeEventData/EMETER02/Acq/value,float32
Dataset,"(1,)",1,/AwakeEventData/EMETER02/Acq/value_units,|S1
Group,,,/AwakeEventData/EMETER03,
Group,,,/AwakeEventData/EMETER03/Acq,
Dataset,(),1,/AwakeEventData/EMETER03/Acq/outOfRange,bool
Dataset,"(1,)",1,/AwakeEventData/EMETER03/Acq/value,float32
Dataset,"(1,)",1,/AwakeEventData/EMETER03/Acq/value_units,|S1
Group,,,/AwakeEventData/EMETER04,
Group,,,/AwakeEventData/EMETER04/Acq,
Dataset,(),1,/AwakeEventData/EMETER04/Acq/outOfRange,bool
Dataset,"(1,)",1,/AwakeEventData/EMETER04/Acq/value,float32
Dataset,"(1,)",1,/AwakeEventData/EMETER04/Acq/value_units,|S1
Group,,,/AwakeEventData/EMETER05,
Group,,,/AwakeEventData/EMETER05/Acq,
Dataset,(),1,/AwakeEventData/EMETER05/Acq/outOfRange,bool
Dataset,"(1,)",1,/AwakeEventData/EMETER05/Acq/value,float32
Dataset,"(1,)",1,/AwakeEventData/EMETER05/Acq/value_units,|S1
Group,,,/AwakeEventData/FWHEEL01,
Group,,,/AwakeEventData/FWHEEL01/Acq,
Dataset,"(1,)",1,/AwakeEventData/FWHEEL01/Acq/backWheelPositionDescription,|S6
Dataset,"(1,)",1,/AwakeEventData/FWHEEL01/Acq/frontWheelPositionDescription,|S6
Dataset,"(1,)",1,/AwakeEventData/FWHEEL01/Acq/status,int32
Group,,,/AwakeEventData/GD_BPM.AWAKE.TRIUMF,
Group,,,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/bpmNames,|S18
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/horPos,float32
Dataset,"(1,)",1,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/nbOfBpms,int32
Dataset,"(1,)",1,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/posOK,error
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/sigma,int32
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/verPos,float32
Group,,,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/bpmNames,|S18
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPos,float32
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPosSelected,float32
Dataset,"(1,)",1,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/nbOfBpms,int32
Dataset,"(1,)",1,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOK,error
Dataset,"(0,)",0,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOkSelected,error
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigma,float32
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigmaSelected,int32
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPos,float32
Dataset,"(14,)",14,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPosSelected,float32
Group,,,/AwakeEventData/LSSE2,
Group,,,/AwakeEventData/LSSE2/Acq,
Dataset,"(1,)",1,/AwakeEventData/LSSE2/Acq/position,int32
Group,,,/AwakeEventData/LSSP2,
Group,,,/AwakeEventData/LSSP2/Acq,
Dataset,"(1,)",1,/AwakeEventData/LSSP2/Acq/position,int32
Group,,,/AwakeEventData/MPP-TSG41-MIRROR1-H,
Group,,,/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition/position,int32
Group,,,/AwakeEventData/MPP-TSG41-MIRROR1-V,
Group,,,/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition/position,int32
Group,,,/AwakeEventData/MPP-TSG41-WHEEL1-BI,
Group,,,/AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition/position,int32
Group,,,/AwakeEventData/MPP-VACTRANS-CTR,
Group,,,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/mmPosition,float64
Dataset,"(1,)",1,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/position,int32
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/stepperBusy,bool
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchIn,bool
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchOut,bool
Group,,,/AwakeEventData/MPP-VACTRANS-OTR,
Group,,,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/mmPosition,float64
Dataset,"(1,)",1,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/position,int32
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/stepperBusy,bool
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchIn,bool
Dataset,(),1,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchOut,bool
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/position,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12,
Group,,,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached,|S128
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/position,|S128
